word	US/GenAM    UK/RP
dromos	/ˈdɹɑˌmɑs/	/ˈdɹɒˌmɒs/
droned	/dɹoʊnd/	/dɹəʊnd/
drone	/dɹoʊn/	/dɹəʊn/
drones	/dɹoʊnz/	/dɹəʊnz/
droning	/ˈdɹoʊnɪŋ/	/ˈdɹəʊnɪŋ/
dronings	/ˈdɹoʊnɪŋz/	/ˈdɹəʊnɪŋz/
drop bear	/dɹɑp bɛəɹ/	/dɹɒp bɛə(ɹ)/
dropbox	/ˈdɹɑp.bɑks/	/ˈdɹɒp.bɒks/
drop	/dɹɑp/	/dɹɒp/
dropper	/ˈdɹɑ.pɚ/	/ˈdɹɒp.ə/
drops	/dɹɑps/	/dɹɒps/
dross	/dɹɔs/	/dɹɒs/
droved	/dɹoʊvd/	/dɹəʊvd/
droves	/dɹoʊvz/	/dɹəʊvz/
droving	/ˈdɹoʊvɪŋ/	/ˈdɹəʊvɪŋ/
dubber	/ˈdʌbɚ/	/ˈdʌbə/
dubbers	/ˈdʌbɚz/	/ˈdʌbəz/
dude	/dʉːu̯d/	/d(j)uːd/
dude	/duːd/	/d(j)uːd/
duel	/ˈd(j)uəl/	/ˈdjuːəl/
dues	/duz/	/djuːz/
duffer	/ˈdʌfɚ/	/ˈdʌfə/
dugong	/ˈduɡɑŋ/	/ˈdjuːɡɒŋ/
dulcimer	/ˈdʌl.sɪ.mɚ/	/ˈdʌl.sɪ.mə/
dullard	/ˈdʌlɚd/	/ˈdʌləd/
dumble-dor	/ˈdʌm.bəl.dɔːɹ/	/ˈdʌm.bəl.dɔː/
dumbledor	/ˈdʌm.bəl.dɔːɹ/	/ˈdʌm.bəl.dɔː/
dumbledore	/ˈdʌm.bəl.dɔːɹ/	/ˈdʌm.bəl.dɔː/
dumbo	/ˈdʌmboʊ/	/ˈdʌmbəʊ/
Duncan	/ˈdʌŋ.kən/	/ˈdʌŋ.kən/
Dún Laoghaire	/dʌn ˈlɪɹə/	/dʌn ˈlɪəɹə/
dunno	/dəˈnoʊ/	/ˈdʌnəʊ/
dunsel cap	/ˈdʌnsəl kæp/	/ˈdʌnsəl kap/
dunsel	/ˈdʌnsəl/	/ˈdʌnsəl/
duodenal	/ˌduəˈdinəl/	/ˌdjuːəʊˈdiːnəl/
duodenum	/ˌduəˈdinəm/	/ˌdjuːə(ʊ)ˈdiːnəm/
duplicitous	/duːˈplɪsətəs/	/djʊˈplɪsɪtəs/
during	/ˈdʊəɹɪŋ/	/ˈdjʊəɹɪŋ/
duroy	/dəˈɹɔɪ/	/d(j)əˈɹɔɪ/
dust bunny	/ˈdʌst bʌni/	/ˈdʌst bʌni/
duster	/ˈdʌstɚ/	/ˈdʌstə/
Dutch wife	/ˌdʌtʃ ˈwaɪf/	/ˌdʌtʃ ˈwaɪf/
duties	/duːtiz/	/ˈdjuːtiz/
duty	/duːti/	/ˈdjuːti/
DVD	/di vi di/	/diː viː diː/
Dvořák	/dvoʊˈɹæːk/	/dɪˈvɔːʒæk/
dweomercraft	/dwiːməɹːkɹæft/	/dwiːmə(ɹ)ːkɹɑːft/
dwimmer	/ˈdwɪmɚ/	/ˈdwɪmə/
dwimmery	/ˈdwɪ.mɚ.ɹi/	/ˈdwɪ.mə.ɹi/
dyer	/ˈdaɪɚ/	/ˈdaɪə/
Dyirbal	/ˈdʒɝbl̩/	/ˈdʒɜːbl̩/
dysentery	/ˈdɪsənˌtɛɹi/	/ˈdɪsəntəɹi/
dystocia	/dɪsˈtoʊʃə/	/dɪsˈtəʊʃə/
dystopia	/dɪsˈtoʊpi.ə/	/ˈdɪsˌtəʊpɪi.ə/
eager	/ˈiɡɚ/	/ˈiːɡə/
eagerly	/ˈiɡɚli/	/ˈiːɡəli/
earache	/ˈiɹeɪk/	/ˈɪə̯ɹeɪk/
eared	/ɪɹd/	/ɪəd/
earlier	/ˈɝliɚ/	/ˈɜː.lɪə/
earliest	/ˈɝ.li.ɪst/	/ˈɜː.li.ɪst/
early	/ˈɝli/	/ˈɜː.li/
earnestly	/ˈɝnɪstli/	/ˈɜːnɪstli/
earnest	/ˈɝnɪst/	/ˈɜːnɪst/
earn	/ɝn/	/ɜːn/
earns	/ɝnz/	/ɜːnz/
earring	/ˈɪɹɪŋ/	/ˈɪəɹɪŋ/
earshot	/ˈɪɹˌʃɑt/	/ˈɪəˌʃɒt/
ears	/ɪɹz/	/ɪəz/
Earthling	/ˈɝθ.lɪŋ/	/ˈɜːθ.lɪŋ/
earth pig	/ˈɝθpɪɡ/	/ˈɜːθpɪɡ/
earthquake	/ˈɝθkweɪk/	/ˈɜːθkweɪk/
earths	/ɝθs/	/ɜːθs/
earthwork	/ˈɝθwɝk/	/ˈɜːθwɜːk/
Earth	/ɝːθ/	/ɜːθ/
earth	/ɝθ/	/ɜːθ/
earwitness	/ˈɪɹwɪtnəs/	/ˈɪə̯wɪtnəs/
easel	/ˈi.zəl/	/ˈiː.z(ə)l/
easement	/ˈizmənt/	/ˈiːzm(ə)nt/
easier	/ˈi.zi.ɚ/	/ˈiː.zi.ə/
easily	/ˈiː.zə.liː/	/ˈiːzɪli/
Easter	/ˈi.stɚ/	/ˈiː.stə/
Easter term	/ˈistɚ tɜːm/	/ˈiːstə tɜːm/
eater	/ˈiːtɚ/	/ˈiːtə/
Ebenezer	/ɛbəˈnizɚ/	/ɛbəˈniːzə/
Ebola	/iˈboʊlə/	/ɪˈbəʊlə/
eccentric	/ɛkˈsɛntɹɪk/	/ɪkˈsɛntɹɪk/
echelon	/ˈɛʃəˌlɑn/	/ˈɛʃəlɒn/
economical	/ˌɛkəˈnɑmɪkəl/	/ˌɛkəˈnɒmɪkəl/
economic	/ˌɛkəˈnɑmɪk/	/ˌiːkəˈnɒmɪk/
economics	/ikəˈnɑmɪks/	/ˈikənɒmɪks/
economy	/ɪˈkɑn.ə.mi/	/iˈkɒn.ə.mi/
ectomorph	/ˈɛktoʊmɔːɹf/	/ˈɛktəʊmɔːf/
ectoparasite	/ˌɛktəˈpɛɹəˌsaɪt/	/ˌɛktə(ʊ)ˈpæɹəˌsaɪt/
eczema	/ɪɡˈzimə/	/ˈɛɡzɪmə/
E-day	/ˈiˌdeɪ/	/ˈiːdeɪ/
Edo	/ˈɛdoʊ/	/ˈɛdəʊ/
educate	/ˈɛdʒəkeɪt/	/ˈɛdjʊkeɪt/
educator	/ˈɛdʒəkeɪtɚ/	/ˈɛdjʊkeɪtə/
Edward	/ˈɛdwɚd/	/ˈɛdwəd/
eerie	/ˈɪɹi/	/ˈɪəɹi/
effect	/əˈfɛkt/	/ɪˈfɛkt/
effectually	/ɪˈfɛktʃuːəli/	/ɪˈfɛktʃuəli/
effervescent	/ˌɛfɚˈvɛsənt/	/ˌɛfəˈvɛsənt/
efficient	/əˈfɪʃənt/	/ɪˈfɪʃənt/
efflagitations	/əˌflæd͡ʒ.ɪ.ˈteɪʃəns/	/iˌflæd͡ʒɪˈteɪʃəns/
effort	/ˈɛfɚt/	/ˈɛfət/
eggar	/ˈɛɡɚ/	/ˈɛɡə/
eggcorn	/ˈɛɡkɔɹn/	/ˈɛɡkɔːn/
Egyptology	/ˌidʒɪpˈtɑlədʒi/	/ˌiːdʒɪpˈtɒlədʒi/
eight	/eɪt/	/eɪt/
eighth	/eɪtθ/	/eɪtθ/
Eindhoven	/ˈaɪndhoʊvən/	/ˈaɪndhəʊvən/
Einsteinian	/aɪnˈstaɪ.nɪ.ən/	/aɪnˈstaɪ.nɪ.ən/
eir	/ɛɹ/	/ɛə/
ejaculate	/ɪˈdʒæk.jə.leɪt/	/ɪˈdʒæk.jʊ.leɪt/
ejaculate	/ɪˈdʒæk.jə.leɪt/	/ɪˈdʒæk.jʊ.lət/
ejaculate	/ɪˈdʒæk.jə.lət/	/ɪˈdʒæk.jʊ.leɪt/
ejaculate	/ɪˈdʒæk.jə.lət/	/ɪˈdʒæk.jʊ.lət/
elater	/ˈɛl.ə.tɚ/	/ˈɛl.ə.tə/
elder	/ˈɛldɚ/	/ˈɛldə/
electroanalysis	/ɪˌlɛktɹoʊəˈnælɪsɪs/	/ɪˌlɛktɹəʊəˈnælɪsɪs/
electronically	/ɪˌlɛkˈtɹɑn.ɪk.li/	/ˌɛl.ɛkˈtɹɒn.ɪk.li/
electronic	/ɪˌlɛkˈtɹɑn.ɪk/	/ˌɛl.ɛkˈtɹɒn.ɪk/
electron	/ɪˈlɛktɹɑn/	/ɪˈlɛktɹɒn/
elegy	/ˈɛlɪdʒi/	/ˈɛlɪdʒi/
elementary	/ˌɛlɪ̈ˈmɛnt(ə)ɹi/	/(ˌ)ɛlɪ̈ˈmɛnt(ə)ɹɪ/
elephantry	/ˈɛlɪfəntɹi/	/ˈɛlɪfəntɹi/
elevator pitch	/ˈɛləveɪtɚ ˈpɪtʃ/	/ˈɛləveɪtə ˈpɪtʃ/
elevenses	/əˈlɛvənzəz/	/ɪˈlɛv(ə)nzɪz/
else	/ɛls/	/ɛls/
elsewhere	/ˈɛlsˌʍɛːɹ/	/ˌɛlsˈʍɛːə/
Elsinore	/ˈɛlsəˌnɔɹ/	/ˈɛlsɪnɔː/
Elysian	/ɪˈliː.ʒən/	/ɪˈlɪ.zi.ən/
emaciated	/əˈmeɪsieɪtɪd/	/əˈmeɪʃieɪtɪd/
emasculate	/iˈmæskjəˌleɪt/	/ɪˈmæskjʊleɪt/
embarge	/əmˈbɑɹdʒ/	/əmˈbɑɹdʒ/
embargo	/ɪmˈbɑɹɡoʊ/	/ɪmˈbɑːɡəʊ/
ember	/ˈɛm.bɚ/	/ˈɛm.bəː/
embryo	/ˈɛmbɹi.oʊ/	/ˈɛmbɹi.əʊ/
emmer	/ˈɛmɚ/	/ˈɛmə/
emoji	/əˈmoʊdʒi/	/ɪˈməʊdʒi/
emollient	/ɪˈmɑl.jənt/	/ɪˈmɒl.ɪ.ənt/
emotionalism	/ɪˈmoʊʃ(ə)nəlɪz(ə)m/	/ɪˈməʊʃ(ə)nəlɪz(ə)m/
emotionally	/ɪˈmoʊʃənəli/	/ɪˈməʊʃənəli/
emotional	/ɪˈmoʊʃənəl/	/ɪˈməʊʃənəl/
emotion	/ɪˈmoʊʃən/	/ɪˈməʊʃən/
emotionology	/ɪˌmoʊʃəˈnɑlədʒi/	/ɪˌməʊʃəˈnɒlədʒi/
emotions	/ɪˈmoʊʃənz/	/ɪˈməʊʃənz/
emperor	/ˈɛmpəɹɚ/	/ˈɛmpəɹə/
emphysema	/ˌɛmfɪˈsimə/	/ˌɛmfɪˈsiːmə/
empire	/ˈɛmˌpaɪɹ/	/ˈɛmpaɪə/
Empire	/ˈɛmpaɪɚ/	/ˈɛmpaɪə/
emu	/ˈɛmju/	/ˈɛmjuː/
emu	/ˈɛmju/	/ˈiːɛmˌjuː/
emu	/ˈɛmju/	/ˈiːmjuː/
emu	/ˈiːɛmˌjuː/	/ˈɛmjuː/
emu	/ˈiːɛmˌjuː/	/ˈiːɛmˌjuː/
emu	/ˈiːɛmˌjuː/	/ˈiːmjuː/
emu	/ˈim(j)u/	/ˈɛmjuː/
emu	/ˈim(j)u/	/ˈiːɛmˌjuː/
emu	/ˈim(j)u/	/ˈiːmjuː/
enable	/ɪˈneɪbəl/	/ɪˈneɪbəl/
enacter	/ɪˈnæktɚ/	/ɪˈnæktə/
enactor	/ɪˈnæktɚ/	/ɪˈnæktə/
enchasten	/ɛnˈt͡ʃeɪsən/	/ɛnˈt͡ʃeɪsən/
encounter	/ɪnˈkaʊntɚ/	/ɪnˈkaʊntə/
encourage	/ɪnˈkɝɹɪdʒ/	/ɪnˈkʌɹɪdʒ/
endanger	/ənˈdeɪndʒɚ/	/ənˈdeɪndʒə/
endarken	/ɪnˈdaɾkɪn/	/ɪnˈdɑːkən/
endearing	/inˈdɪɹiŋ/	/ɪnˈdɪəɹɪŋ/
endeavored	/ɪnˈdɛvɚd/	/ɪnˈdɛvəd/
endemic	/ɛnˈdɛm.ɪk/	/ɛnˈdɛm.ɪk/
endmember	/ˈɛndmɛmbɚ/	/ˈɛndmɛmbə/
endomorph	/ˈɛndoʊmɔːɹf/	/ˈɛndəʊmɔːf/
endoparasite	/ˌɛndəˈpɛɹəˌsaɪt/	/ˌɛndə(ʊ)ˈpæɹəˌsaɪt/
endosteum	/ɛnˈdɑstiːəm/	/ɛnˈdɒstɪːəm/
enemy line	/ˈɛnəmi ˈlaɪn/	/ˈɛnəmi ˈlaɪn/
enfilade	/ˈɛnfəlˌeɪd/	/ˌɛnfəlˈeɪd/
engineer	/ˌɛnd͡ʒɪˈnɪɹ/	/ˌɛnd͡ʒɪˈnɪə/
enhance	/ɪnˈhæns/	/ɪnˈhɑːns/
enhypostasia	/ɛnˌhaɪ.pəˈsteɪ.ʒi.ə/	/ɛnˌhaɪ.pəˈsteɪ.sɪ.ə/
enhypostasis	/ɛnˌhaɪ.pəˈsteɪ.sɪs/	/ɛnˌhaɪ.pəˈsteɪ.sɪs/
enmity	/ˈɛn.mɪ.tiː/	/ˈɛn.mɪ.tɪ/
ennui	/ɑnˈwi/	/ɒnˈwiː/
enormity	/ɪˈnɔɹmɪti/	/ɪˈnɔːmɪti/
en passant	/ɑ̃ pæˈsɑ̃/	/ɒn ˈpasɒ̃/
enquire	/ɪŋˈkwaɪɹ/	/ɪŋˈkwaɪə/
ensete	/ˈɛnsət/	/ˈɛnsət/
ensuite	/ɔn ˈswit/	/ɒn ˈswiːt/
ensure	/ɪnˈʃʊɹ/	/ɪnˈʃʊə/
entertained	/ˌɛntɚˈteɪnd/	/ˌɛntəˈteɪnd/
entertain	/ˌɛntɚˈteɪn/	/ˌɛntəˈteɪn/
enthuse	/ɛnˈθuz/	/ɛnˈθjuːz/
entirely	/ɪnˈtaɪɹli/	/ɪnˈtaɪəli/
entire	/ɪnˈtaɪɚ/	/ɪnˈtaɪə/
entrepreneur	/ˌɑn.t(ʃ)ɹə.pɹəˈnʊəɹː/	/ˌɒn.tɹə.pɹəˈnɜː/
entry	/ˈɛntɹi/	/ˈɛntɹɪ/
entwine	/ɪ̈nˈtwaɪn/	/ɨnˈtwaɪn/
enumerate	/ɪˈn(j)u.məˌɹeɪt/	/ɪˈnjuː.məˌɹeɪt/
envelope	/ˈɛn.vəˌloʊp/	/ˈɛn.və.ləʊp/
-eous	/-i.əs/	/-ɪəs/
epicentre	/ˈɛpɪˌsɛntɚ/	/ˈɛpɪˌsɛntə/
epic	/ˈɛ.pɪk/	/ˈe.pɪk/
epicurean	/ˌɛp.ɪ.kjʊˈɹi.n̩/	/ˌɛp.ɪ.kjʊəˈɹiː.n̩/
epicure	/ˈɛpɪkjʊɹ/	/ˈɛpɪkjʊə/
epigone	/ˈɛpɨɡoʊn/	/ˈɛpɨɡəʊn/
epigram	/ˈɛpɪɡɹæm/	/ˈɛpɪɡɹæm/
epilogue	/ˈɛpɪlɑɡ/	/ˈɛp.ɪ.lɒɡ/
epilogue	/ˈɛpɪlɔɡ/	/ˈɛp.ɪ.lɒɡ/
epiphany	/ɪˈpɪf.ə.ni/	/ɪˈpɪf.ə.ni/
episode	/ˈɛpəˌsoʊd/	/ˈɛpɪsəʊd/
epitrachelion	/ˌɛpɪtɹɑˈkiliɔn/	/ˌɛpɪtɹəˈkiliɒn/
epode	/ˈɛpoʊd/	/ˈɛpəʊd/
eponymous	/ɪˈpɑnɪməs/	/ɪˈpɒnɪməs/
epsilon	/ˈɛp.sɪˌlɑn/	/ɛpˈsaɪ.lən/
equator	/ɪˈkweɪ.tɚ/	/ɪˈkweɪ.tə/
equinoctial	/ˌi.kwəˈnɒk.ʃəl/	/ɛkwɪˈnɒkʃl̩/
equinox	/ˈiːkwəˌnɑːks/	/ˈɛkwɪˌnoks/
equivalent	/ɪˈkwɪvələnt/	/ɪˈkwɪvələnt/
erase	/ɪˈɹeɪs/	/ɪˈɹeɪz/
erasure	/ɪˈɹeɪʃɚ/	/ɪˈɹeɪʒə/
ere	/ɛəɹ/	/ɛə/
erg	/ɝɡ/	/ɜːɡ/
ergonomics	/ˌɝɡəˈnɑmɪks/	/əːɡəˈnɒmɪks/
Erie	/ˈɪɹi/	/ˈɪəɹi/
erinaceous	/ˌɛ.ɹɪˈneɪ.ʃəs/	/ˌɛ.ɹɪˈneɪ.ʃəs/
ermine	/ˈɝmɪn/	/ˈɜːmɪn/
erne	/ɝːn/	/ɜːn/
ernes	/ɝːnz/	/ɜːnz/
ern	/ɝn/	/ɜːn/
erosion	əˈɹoʊˌʒən	əˈɹəʊˌʒən
erotic	/ɪˈɹɑtɪk/	/ɪˈɹɒtɪk/
ersatz	/ˈɛəɹsɑts/	/ˈɛəzæts/
ersatz	ɛəɹˈsɑːts	/ˈɛəzæts/
erst	/ɝst/	/ɜːst/
erudite	/ˈɛɹ.(j)u.daɪt/	/ˈɛɹ.(j)ʊ.daɪt/
ervil	/ˈɜɹ.vɪl/	/ˈɜː.vɪl/
escalade	/ˈɛskəˌleɪd/	/ˌɛskəˈleɪd/
eschatological	/ˌɛskətəˈlɑdʒɪkəl/	/ˌɛskətəˈlɒdʒɪkəl/
escort	/ˈɛ.skɔɹt/	/ˈɛ.skɔːt/
escort	/ˈɛ.skɔɹt/	/ɛˈskɔːt/
escort	/ɛˈskɔɹt/	/ˈɛ.skɔːt/
escort	/ɛˈskɔɹt/	/ɛˈskɔːt/
escritoire	/ˌɛskɹɪˈtwɑːɹ/	/ˌɛskɹiˈtwɑː/
esker	/ˈɛskɚ/	/ˈɛskə/
espresso	/ɛˈspɹɛsoʊ/	/ɛˈspɹɛsəʊ/
essay	/ˈɛˌseɪ/	/ˈɛˌseɪ/
essay	/ɛˈseɪ/	/ˈɛˌseɪ/
ester	/ˈɛstɚ/	/ˈɛstə/
Esther	/ˈɛstɚ/	/ˈɛstə/
estrogen	/ˈɛstɹədʒən/	/ˈiːstɹəd͡ʒən/
esurient	/ɪˈsʊ.ɹi.ənt/	/ɪˈsjʊə.ɹɪ.ənt/
etendue	/ˌeɪtɑnˈdu/	/ˌeɪtɒnˈd(j)uː/
eternal	/ɪˈtɝnəl/	/ɪˈtɜːnəl/
ethane	/ˈɛθeɪn/	/ˈiːθeɪn/
ethanol	/ˈɛ.θə.nɑl/	/ˈɛ.θə.nɒl/
ethelborn	/ˈɛθ(ə)lˌbɔɹn/	/ˈɛθlbɔːn/
ethereal	/ɪˈθɪɹ.i.əl/	/ɪˈθɪə.ɹi.əl/
ether	/ˈiθɚ/	/ˈiːθə/
etymology	/ˌɛtəˈmɑlədʒi/	/ˌɛt.ɪˈmɒl.ə.dʒi/
eucatastrophe	/ˌjukəˈtæstɹəfi/	/ˌjuːkəˈtæstɹəfi/
eudaemonic	/ˌjuɾɪˈmɑnɪk/	/ˌjuːdɪˈmɒnɪk/
euphonious	/juˈfoʊni.əs/	/juːˈfəʊni.əs/
Eurodeterrent	/ˌjʊɹoʊdiˈtɛɹənt/	/ˌjʊəɹəʊdɪˈtɛɹənt/
euro	/ˈjʊɹoʊ/	/ˈjʊəɹəʊ/
evaluate	/ɪ̈ˈvaljəˌweɪt/	/ɨˈvaljʊeɪt/
Everester	/ˈɛvɹɪstəɹ/	/ˈɛvɹɪstəɹ/
ever	/ˈɛvɚ/	/ˈɛvə/
everything	/ˈɛvɹiˌθɪŋ/	/ˈɛvɹɪθɪŋ/
evilworker	/ˈiːvɪlwɝ.kɚ/	/ˈiːvɪlwɜː.kə/
evitable	/ˈɛvɪtəb(ə)l/	/ˈɛvɪtəb(ə)l/
evolution	/ˌɛvəˈluʃ(ə)n/	/ˌiːvəˈluːʃ(ə)n/
exacter	/ɪɡˈzæktɚ/	/ɪɡˈzæktə/
exactor	/ɪɡˈzæktɚ/	/ɪɡˈzæktə/
example	/əɡˈzæmpl̩/	/ɪɡˈzɑːmpl̩/
example	/ɪɡˈzæmpl̩/	/ɪɡˈzɑːmpl̩/
examples	/ɪɡˈzæmpl̩z/	/ɪɡˈzɑːmpl̩z/
excavator	/ˈɛkskəˌveɪtɚ/	/ˈɛkskəˌveɪtə/
exclamation mark	/ˌɛks.kləˈmeɪ.ʃənˌmɑɹk/	/ˌeks.kləˈmeɪ.ʃənˌmɑːk/
exclusive	/ɪkˈsklu.sɪv/	/ɪkˈsklu.sɪv/
execration	/ɛksəˈkɹeɪʃən/	/ɛksɪˈkɹeɪʃən/
exemplar	/ɛɡˈzɛm.plɑɹ/	/ɛɡˈzɛm.plə/
exemplary	/ɛɡˈzɛmpləɹi/	/ɛɡˈzɛmpləɹi/
exercised	/ˈɛk.sɚ.saɪzd/	/ˈɛk.sə.saɪzd/
exercise	/ˈɛk.sɚ.saɪz/	/ˈɛk.sə.saɪz/
Exeter	/ˈɛksɪtɚ/	/ˈɛksɪtə/
exfoliate	/ɛksˈfoʊlieɪt/	/ɛksˈfəʊlieɪt/
exhausted	/ɪɡˈzɔstɪd/	/ɪɡˈzoːstɪd/
Exhibit A	/iɡˈzibət ˌeɪ̯/	/ɪɡˈzɪbɪt ˌeɪ̯/
exhibit	/iɡˈzibət/	/ɪɡˈzɪbɪt/
exhilarate	/ɪɡˈzɪləˌɹeɪt/	/ɪɡˈzɪləɹeɪt/
exiguity	/ɛɡziˈɡjuiti/	/ɛɡzɪˈɡjuːɪti/
exonerate	/ɪɡˈzɑnəˌɹeɪt/	/ɪɡˈzɒnəɹeɪt/
expensive	/ɪkˈspɛnsɪv/	/ɪkˈspɛnsɪv/
experienced	/ɪkˈspɪɹ.i.ənst/	/ɪkˈspɪə.ɹɪənst/
experience	/ɪkˈspɪɹ.i.əns/	/ɪkˈspɪə.ɹɪəns/
experiences	/ɪkˈspɪɹ.i.ən.sɪz/	/ɪkˈspɪə.ɹɪən.sɪz/
explicate	/ˈɛkspləˌkeɪt/	/ˈɛksplɪˌkeɪt/
explicature	/ɛkˈsplɪkətʃɚ/	/ɛkˈsplɪkətʃə/
explore	/ɪkˈsplɔɹ/	/ɪkˈsplɔː/
explosion	/ɛkˈsploʊ.ʒən/	/ɪkˈspləʊ.ʒən/
exponent	/ˈɛkspoʊnənt/	/ɛkˈspəʊnənt/
export	/ˈɛks.pɔɹt/	/ˈɛks.pɔːt/
export	/ˈɛks.pɔɹt/	/ɪksˈpɔːt/
export	/ɪksˈpɔɹt/	/ˈɛks.pɔːt/
export	/ɪksˈpɔɹt/	/ɪksˈpɔːt/
expose	/ɪkˈspoʊz/	/ɪkˈspəʊz/
express	/ɛk.ˈspɹɛs/	/ɛk.ˈspɹɛs/
expresso	/ɛkˈspɹɛsoʊ/	/ɛkˈspɹɛsəʊ/
exterminator	/ɪkˈstɝmɪˌneɪtɚ/	/ɪkˈstɜːmɪˌneɪtə/
exterminatrix	/ɛkˌstɝmɪˈneɪtɹɪks/	/ɛkˌstɜːmɪˈneɪtɹɪks/
external	/ɛksˈtɝnəl/	/ɛksˈtɜːnəl/
externality	/ɛkstɚˈnælɪti/	/ɛkstəˈnælɪti/
extirpate	/ˈɛkstɚpeɪt/	/ˈɛkstəpeɪt/
extractor	/ɪkˈstɹæktɚ/	/ɪkˈstɹæktə/
extraneous	/ɪkˈstɹeɪ.ni.əs/	/ɛkˈstɹeɪ.ni.əs/
extraterritoriality	/ˌɛk.stɹəˌtɛ.ɹɪˌtɔ.ɹiˈæl.ɪ.ɾi/	/ˌɛk.stɹəˌtɛ.ɹɪˌtɔː.ɹɪˈæl.ɪ.ti/
extravaganza	/ɪkˌstɹæv.əˈɡæn.zə/	/ɪkˌstɹæv.əˈɡæn.zə/
extremities	/ɪkˈstɹɛmətiz/	/ɪkˈstɹɛmɪtiz/
extremity	/ɪkˈstɹɛməti/	/ɪkˈstɹɛmɪti/
eyestripe	/ˈaɪstɹaɪp/	/ˈaɪstɹaɪp/
facetiously	/fəˈsiːʃəsli/	/fəˈsiːʃəsli/
facticity	/fækˈtɪsɪti/	/fækˈtɪsɪti/
factor	/ˈfæktɚ/	/ˈfæktə/
facture	/ˈfæk.tʃəɹ/	/ˈfæk.tʃə/
facultative	/ˈfæ.kəlˌteɪ.tɪv/	/ˈfæ.kəl.tə.tɪv/
fair	/fɛɚ/	/fɛə/
fair-weather friend	/ˈfɛɚˌwɛðɚ ˈfɹɛnd/	/ˈfɛəˌwɛðə ˈfɹɛnd/
falchion	/ˈfɔltʃən/	/ˈfɔːlʃən/
fall	/fɔl/	/fɔːl/
false friend	/ˌfɔls ˈfɹɛnd/	/ˌfɒls ˈfɹɛnd/
false negative	/ˈfɔls ˈnɛɡətɪv/	/ˈfɔːls ˈnɛɡətɪv/
familial	/fəˈmɪljəl/	/fəˈmɪljəl/
family	/ˈfæmɨli/	/ˈfæmɪli/
fanfare	/ˈfænfɛɹ/	/ˈfænfɛə/
farce	/fɑɹs/	/fɑːs/
fard	/fɑɹd/	/fɑːd/
fare	/fɛɹ/	/fɛə(ɹ)/
farer	/ˈfɛəɹɚ/	/ˈfɛəɹə(ɹ)/
farewell	/fɛɹˈwɛl/	/fɛəˈwɛl/
far	/fɑɹ/	/fɑː/
farmer	/fɑɹmɚ/	/fɑːmə/
Faroe Islands	/ˈfɛɹoʊ/	/ˈfeəɹəʊ/
Faroese	/ˌfɛɹouˈiz/	/ˌfɛəɹəuˈiːz/
farrier	/ˈfɛɹi.əɹ/	/ˈfæɹi.ə/
farrow	/ˈfæɹoʊ/	/ˈfæɹəʊ/
fart	/fɑɹt/	/fɑːt/
farther	/ˈfɑɹðɚ/	/ˈfɑːðə/
farthingale	/ˈfɑɹðɪŋɡeɪl/	/ˈfɑːðɪŋɡeɪl/
farting	/ˈfɑɹtɪŋ/	/ˈfɑːtɪŋ/
fastened	/ˈfæsn̩d/	/ˈfɑːsn̩d/
fasten	/ˈfæsən/	/ˈfɑːsən/
fast	/fæst/	/fɑːst/
fatality	/feɪˈtælɪti/	/fəˈtælətɪ/
father	/ˈfɑ.ðɚ/	/ˈfɑː.ðə(ɹ)/
fatherly	/ˈfɑðɚli/	/ˈfɑːðəli/
fathers	/ˈfɑðɚz/	/ˈfɑː.ðəz/
fatuous	/ˈfætʃ.u.əs/	/ˈfæt.ju.əs/
fatuously	/ˈfætʃ.u.əs.li/	/ˈfæt.ju.əs.li/
fault	/fɔlt/	/fɔːlt/
faults	/fɔlts/	/fɔːlts/
Faustian bargain	/ˈfaʊstiən ˈbɑːɹɡən/	/ˈfaʊstɪən ˈbɑːɡən/
Faustian	/ˈfaʊstiən/	/ˈfaʊstɪən/
fauxtatoes	/foʊˈteɪtoʊs/	/fəʊˈtɑːtəʊs/
fauxtato	/foʊˈteɪtoʊ/	/fəʊˈtɑːtəʊ/
fauxtography	foːˈtɑɡɹəfi	foːˈtɒɡɹəfi
faxlore	/ˈfækslɔɹ/	/ˈfækslɔː/
faze	/feɪz/	/feɪz/
feared	/fɪɹd/	/fɪəd/
fear	/fɪəɹ/	/fɪə/
fears	/fɪɹz/	/fɪəz/
feather	/ˈfɛð.ɚ/	/ˈfɛð.ə(ɹ)/
feature	/ˈfitʃɚ/	/ˈfiːtʃə/
features	/ˈfitʃɚz/	/ˈfiːtʃəz/
feckless	/ˈfɛkləs/	/ˈfɛkləs/
fecundity	/fɪˈkʌndɪtɪ/	/fɪˈkʌndɪtɪ/
felicitous	/fəˈlɪsɪtəs/	/fəˈlɪsɪtəs/
fellatio	/fəˈleɪ.ʃi.oʊ/	/fəˈleɪ.ʃi.əʊ/
fellow	/ˈfɛloʊ/	/ˈfɛləʊ/
fellows	/ˈfɛloʊz/	/ˈfɛləʊz/
femme fatale	/fɛm fəˈtæl/	/fɛm fəˈtɑːl/
fencer	/ˈfɛnsəɹ/	/ˈfɛnsə/
fere	/fɪɹ/	/fɪə/
Fergus	/ˈfɝɡəs/	/ˈfɜːɡəs/
fermata	/fɜːɹˈmɑːtə/	/fɜːˈmɑːtə/
fern	/fɝn/	/fɜːn/
